,Suburb,Rooms,Type,Method,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
11751,West Footscray,3,h,S,Burnham,3/12/2016,8.2,3,1,1,533,,Maribyrnong City Council,-37.7955,144.8784,Western Metropolitan
11914,Oakleigh,2,u,PI,Woodards,7/5/2016,14,2,1,1,0,2004,Monash City Council,-37.8991,145.0939,Southern Metropolitan
18493,Doveton,3,h,S,Hall,15/7/2017,28.8,3,1,3,621,1955,Casey City Council,-37.98537,145.23505,South-Eastern Metropolitan
24735,Sunshine North,3,h,PI,Douglas,14/10/2017,10.5,,,,,,Brimbank City Council,,,Western Metropolitan
15383,Williamstown,3,h,S,Williams,3/6/2017,6.8,3,1,0,169,,Hobsons Bay City Council,-37.8561,144.90028,Western Metropolitan
12568,Carnegie,3,h,S,Gary,20/5/2017,11.4,3,2,2,585,,Glen Eira City Council,-37.9027,145.0582,Southern Metropolitan
5618,Ivanhoe,2,u,S,RT,24/9/2016,7.9,2,1,1,199,,Banyule City Council,-37.7666,145.0356,Eastern Metropolitan
21653,Armadale,2,h,S,Marshall,19/8/2017,6.3,2,2,2,269,1910,Stonnington City Council,-37.85425,145.01545,Southern Metropolitan
527,Ascot Vale,1,u,S,Alexkarbon,12/11/2016,5.9,1,1,1,0,1972,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan
29976,Werribee,3,h,S,Barry,6/1/2018,14.7,3,1,2,454,1992,Wyndham City Council,-37.87912,144.66331,Western Metropolitan
1295,Bentleigh,4,t,PI,hockingstuart,18/3/2017,13,,,,,,Glen Eira City Council,,,Southern Metropolitan
19324,Brunswick East,2,u,SP,hockingstuart,29/7/2017,4,2,1,1,0,2008,Moreland City Council,-37.77887,144.97797,Northern Metropolitan
8784,Richmond,2,u,S,Marshall,10/9/2016,2.6,2,1,1,0,1970,Yarra City Council,-37.8198,144.996,Northern Metropolitan
13343,Northcote,1,u,S,Nelson,22/4/2017,5.5,,,,,,Darebin City Council,,,Northern Metropolitan
25923,Fairfield,2,u,VB,Nelson,28/10/2017,5.7,,,,,,Darebin City Council,,,Northern Metropolitan
26650,Glenroy,3,t,S,Stockdale,4/11/2017,11.2,,,,,,Moreland City Council,,,Northern Metropolitan
10879,Yarraville,2,u,PI,hockingstuart,6/8/2016,7,2,0,0,0,,Maribyrnong City Council,-37.8129,144.8952,Western Metropolitan
426,Armadale,6,h,S,Marshall,17/9/2016,6.3,5,3,4,1491,1935,Stonnington City Council,-37.8602,145.013,Southern Metropolitan
11491,Heidelberg,3,h,PI,hockingstuart,23/4/2016,10.6,3,2,2,175,,Banyule City Council,-37.7514,145.0689,Eastern Metropolitan
28785,Hillside,4,h,SP,Sweeney,25/11/2017,18,4,2,2,3806,,Brimbank City Council,-37.6907,144.7531,Western Metropolitan
24465,Hawthorn East,1,u,PI,Jellis,14/10/2017,6.2,,,,,,Boroondara City Council,,,Southern Metropolitan
13738,Strathmore,3,h,S,Nelson,20/5/2017,9.7,,,,,,Moonee Valley City Council,,,Western Metropolitan
25701,Bundoora,3,h,S,RW,28/10/2017,12.1,3,1,2,,1980,Banyule City Council,-37.69829,145.0736,Northern Metropolitan
29782,Parkdale,2,u,VB,Thomson,6/1/2018,21.5,2,1,1,785,,Kingston City Council,-37.99794,145.08232,South-Eastern Metropolitan
19741,Aberfeldie,4,h,S,Brad,3/9/2017,7.5,4,3,3,511,1922,Moonee Valley City Council,-37.75788,144.90487,Western Metropolitan
17294,South Kingsville,3,h,S,Biggin,27/5/2017,6.2,3,1,1,297,,Hobsons Bay City Council,-37.82984,144.873,Western Metropolitan
3864,Elwood,2,u,PI,hockingstuart,11/3/2017,7.7,2,1,1,0,1950,Port Phillip City Council,-37.8831,144.9896,Southern Metropolitan
20065,Kensington,1,t,S,Alexkarbon,3/9/2017,3.4,1,1,1,,1997,Melbourne City Council,-37.79225,144.92229,Northern Metropolitan
32499,Brunswick,2,u,PI,Jellis,17/2/2018,5.2,,,,,,Moreland City Council,,,Northern Metropolitan
27048,Greensborough,3,t,S,Buckingham,11/11/2017,16.1,,,,,,Banyule City Council,,,Northern Metropolitan
23009,Brunswick East,2,h,S,Nelson,26/8/2017,4,2,1,1,159,,Moreland City Council,-37.77726,144.97247,Northern Metropolitan
30322,Epping,3,h,S,Love,9/12/2017,19.6,3,1,1,544,,Whittlesea City Council,-37.64882,145.05941,Northern Metropolitan
27779,Footscray,3,h,S,Moonee,18/11/2017,5.1,3,1,2,,1940,Maribyrnong City Council,-37.79,144.8883,Western Metropolitan
10403,Toorak,2,u,S,RT,6/8/2016,4.6,2,2,2,0,1970,Stonnington City Council,-37.8371,145.0066,Southern Metropolitan
8116,Preston,3,h,S,hockingstuart/Barry,4/3/2017,8.8,3,2,1,465,,Darebin City Council,-37.7471,144.9877,Northern Metropolitan
33686,Reservoir,3,h,S,hockingstuart,17/3/2018,12,3,1,1,239,,Darebin City Council,-37.72697,145.01904,Northern Metropolitan
33256,Diamond Creek,4,h,VB,Barry,17/3/2018,21.8,4,3,3,940,1978,Nillumbik Shire Council,-37.67456,145.16981,Northern Victoria
13544,Reservoir,2,h,S,Love,6/5/2017,11.2,2,1,2,705,,Darebin City Council,-37.712,145.0205,Northern Metropolitan
30700,Preston,5,h,PI,McGrath,9/12/2017,8.4,5,3,2,,1935,Darebin City Council,-37.7374,144.99115,Northern Metropolitan
8351,Reservoir,2,h,S,Barry,4/3/2017,11.2,2,1,2,950,,Darebin City Council,-37.702,145.0071,Northern Metropolitan
22523,Keilor East,3,h,SP,Nelson,23/9/2017,11.7,3,1,1,610,1959,Brimbank City Council,-37.7356,144.86479,Western Metropolitan
15716,Heidelberg Heights,3,t,VB,Aumeca,17/6/2017,8.8,,,,,,Banyule City Council,,,Eastern Metropolitan
5232,Hawthorn,2,u,SP,Jellis,10/9/2016,4.6,2,1,1,0,1970,Boroondara City Council,-37.8192,145.0385,Southern Metropolitan
30891,Werribee,4,h,S,Ray,9/12/2017,14.7,3,2,2,843,1987,Wyndham City Council,-37.90721,144.65636,Western Metropolitan
11147,Carlton,3,h,SP,Woodards,15/10/2016,1.8,3,1,0,121,,Melbourne City Council,-37.7957,144.9725,Northern Metropolitan
6828,Moonee Ponds,3,u,S,Nelson,3/9/2016,6.9,3,2,2,0,2000,Moonee Valley City Council,-37.7672,144.9209,Western Metropolitan
24228,Boronia,3,h,SP,Appleby,14/10/2017,25,,,,,,Knox City Council,,,Eastern Metropolitan
31514,Braybrook,3,h,S,Bells,3/3/2018,8.6,3,1,1,603,1950,Maribyrnong City Council,-37.78308,144.85297,Western Metropolitan
31830,Highett,4,t,S,Charlton,3/3/2018,16,4,2,4,324,,Bayside City Council,-37.94784,145.03048,Southern Metropolitan
20278,Watsonia,4,h,S,Ray,3/9/2017,14.5,4,2,2,,,Banyule City Council,-37.70847,145.07648,Northern Metropolitan
16113,Brighton East,4,h,S,Marshall,24/6/2017,10.3,,,,,,Bayside City Council,,,Southern Metropolitan
2724,Camberwell,4,h,S,RT,18/3/2017,7.8,,,,,,Boroondara City Council,,,Southern Metropolitan
6841,Moonee Ponds,3,u,S,Paul,7/5/2016,6.9,,,,,,Moonee Valley City Council,,,Western Metropolitan
11195,East Melbourne,1,u,S,Biggin,28/8/2016,1.5,,,,,,Melbourne City Council,,,Northern Metropolitan
27541,Blackburn South,4,h,S,Stockdale,18/11/2017,13.4,4,2,2,,1978,Whitehorse City Council,-37.8414,145.1516,Eastern Metropolitan
12079,Gardenvale,2,u,SP,Biggin,14/5/2016,9.8,2,1,1,0,1970,Glen Eira City Council,-37.8971,145.0093,Southern Metropolitan
22280,Brunswick,4,h,VB,Nelson,23/9/2017,5.2,4,2,1,278,1880,Moreland City Council,-37.77081,144.96318,Northern Metropolitan
12595,Caulfield South,2,h,S,hockingstuart,29/4/2017,9.3,2,1,2,311,,Glen Eira City Council,-37.8895,145.0229,Southern Metropolitan
17874,Balwyn North,3,h,S,Nelson,12/8/2017,9.7,3,1,2,638,,Boroondara City Council,-37.79843,145.06728,Southern Metropolitan
30758,Roxburgh Park,3,h,S,Ray,9/12/2017,20.6,3,2,2,245,2003,Hume City Council,-37.62203,144.92236,Northern Metropolitan
17804,Truganina,3,u,S,Barry,8/7/2017,18.4,3,2,1,315,,Melton City Council,-37.84253,144.7227,Western Metropolitan
5702,Keilor East,3,h,S,Nelson,12/11/2016,12.8,3,1,1,713,1970,Brimbank City Council,-37.7301,144.8671,Western Metropolitan
30373,Frankston,3,h,S,O'Brien,9/12/2017,38,3,2,2,643,1967,Frankston City Council,-38.14336,145.15655,South-Eastern Metropolitan
14082,Gowanbrae,4,h,S,Nelson,13/5/2017,13.6,4,2,2,702,2003,Moreland City Council,-37.7071,144.8989,Western Metropolitan
27128,Maidstone,2,u,S,Sweeney,11/11/2017,6.4,,,,,,Maribyrnong City Council,,,Western Metropolitan
26566,West Footscray,3,t,VB,Jas,28/10/2017,6.4,,,,,,Maribyrnong City Council,,,Western Metropolitan
24540,Melton,3,h,S,YPA,14/10/2017,31.7,3,1,,534,1985,Melton City Council,-37.68617,144.56876,Western Victoria
22566,Maribyrnong,2,h,S,Biggin,23/9/2017,4.3,2,2,2,,2010,Maribyrnong City Council,-37.78618,144.89562,Western Metropolitan
13693,South Yarra,2,t,PI,Kay,29/4/2017,3.3,2,2,2,,,Melbourne City Council,-37.8437,144.9869,Southern Metropolitan
32455,Balaclava,2,h,PI,McGrath,17/2/2018,6.4,2,1,,240,1900,Port Phillip City Council,-37.86631,144.99358,Southern Metropolitan
14074,Fitzroy,2,t,S,Nelson,20/5/2017,1.6,2,1,1,87,2000,Yarra City Council,-37.7959,144.9802,Northern Metropolitan
30426,Hadfield,2,h,S,Barry,9/12/2017,11.2,2,1,2,,1950,Moreland City Council,-37.71329,144.94019,Northern Metropolitan
8877,Richmond,4,h,PI,Biggin,18/3/2017,2.6,4,2,0,0,1900,Yarra City Council,-37.8206,145.0099,Northern Metropolitan
23462,Sunbury,3,h,S,Raine,26/8/2017,31.7,3,2,3,588,,Hume City Council,-37.58176,144.73177,Western Metropolitan
11012,Aberfeldie,4,h,VB,Nelson,19/11/2016,9.1,4,2,2,578,2010,Moonee Valley City Council,-37.7614,144.8953,Western Metropolitan
27902,Keilor Park,4,h,S,Barry,18/11/2017,10.4,4,2,4,,,Brimbank City Council,-37.7242,144.8549,Western Metropolitan
32122,South Yarra,4,h,PI,Kay,3/3/2018,2.7,4,2,2,237,1900,Melbourne City Council,-37.84163,144.99792,Southern Metropolitan
14643,Sunbury,4,h,S,Raine,1/7/2017,31.7,4,2,2,613,2011,Hume City Council,-37.59501,144.70069,Western Metropolitan
6091,Kew East,5,h,VB,hockingstuart,4/6/2016,7.5,5,2,3,711,1940,Boroondara City Council,-37.7923,145.0528,Southern Metropolitan
9901,Sunshine North,3,h,S,First,22/5/2016,13.3,3,1,2,673,1970,Brimbank City Council,-37.7623,144.8272,Western Metropolitan
6663,Melbourne,3,u,S,Jellis,7/5/2016,2.8,,,,,,Melbourne City Council,,,Northern Metropolitan
8063,Prahran,3,t,S,Beller,24/9/2016,4.5,3,3,1,0,,Stonnington City Council,-37.8514,144.9957,Southern Metropolitan
18945,Elsternwick,3,t,S,Biggin,22/7/2017,7.2,3,1,2,1405,1965,Glen Eira City Council,-37.88065,145.01112,Southern Metropolitan
6636,Maribyrnong,3,h,S,Biggin,30/7/2016,8.7,3,1,1,594,1940,Maribyrnong City Council,-37.7804,144.8878,Western Metropolitan
4239,Fitzroy,1,u,SP,Peter,25/2/2017,1.6,,,,,,Yarra City Council,,,Northern Metropolitan
26620,Berwick,4,h,SP,Barry,4/11/2017,35.2,4,2,2,843,1994,Casey City Council,-38.0268,145.335,Eastern Victoria
32956,Alphington,4,h,S,Collins,17/3/2018,5.7,,,,,,Darebin City Council,,,Northern Metropolitan
21505,Rosanna,3,h,VB,Nelson,16/9/2017,8.9,3,2,2,,,Banyule City Council,-37.7432,145.06179,Eastern Metropolitan
16933,Forest Hill,2,h,SP,Fletchers,27/5/2017,15.4,2,1,1,189,2001,Whitehorse City Council,-37.83283,145.17533,Eastern Metropolitan
4983,Hadfield,2,h,S,Barry,25/2/2017,12.1,2,1,1,613,1960,Moreland City Council,-37.7099,144.938,Northern Metropolitan
7897,Port Melbourne,2,h,PI,Marshall,24/9/2016,3.8,2,1,1,108,,Melbourne City Council,-37.8329,144.9463,Southern Metropolitan
29737,Mount Waverley,3,h,S,Ray,6/1/2018,14.2,3,2,2,,,Monash City Council,-37.87979,145.11822,Eastern Metropolitan
9801,Sunshine,3,h,S,Barry,16/7/2016,12.6,3,1,1,550,,Brimbank City Council,-37.7952,144.8302,Western Metropolitan
14847,Camberwell,3,h,S,Jellis,3/6/2017,7.7,,,,,,Boroondara City Council,,,Southern Metropolitan
32939,Yallambie,2,u,S,Barry,17/2/2018,12.7,,,,,,Banyule City Council,,,Northern Metropolitan
22525,Keilor East,4,h,SP,Barry,23/9/2017,11.7,3,1,2,185,1965,Brimbank City Council,-37.7482,144.86924,Western Metropolitan
9713,Strathmore,3,h,S,Barry,16/7/2016,9.7,3,2,2,254,2004,Moonee Valley City Council,-37.7302,144.9167,Western Metropolitan
19794,Bentleigh East,3,t,S,Jellis,3/9/2017,13.8,,,,,,Glen Eira City Council,,,Southern Metropolitan
20386,Brighton,2,u,SP,Buxton,9/9/2017,10.5,,,,,,Bayside City Council,,,Southern Metropolitan
1652,Box Hill,3,h,S,hockingstuart,15/10/2016,13.1,3,2,1,643,1940,Whitehorse City Council,-37.8285,145.1272,Eastern Metropolitan
6498,Malvern East,4,h,VB,Jellis,27/11/2016,11.2,4,3,2,222,2010,Stonnington City Council,-37.878,145.0666,Southern Metropolitan
7747,Pascoe Vale,3,t,VB,Nelson,27/6/2016,9.9,,,,,,Moreland City Council,,,Northern Metropolitan
724,Ashwood,2,u,S,hockingstuart,22/8/2016,12.2,2,1,2,192,2007,Monash City Council,-37.8709,145.102,Southern Metropolitan
3755,Elsternwick,4,h,SP,Biggin,7/5/2016,8.5,4,1,1,489,1910,Glen Eira City Council,-37.8916,145.0123,Southern Metropolitan
9693,Strathmore,3,u,S,Barry,10/12/2016,9.7,,,,,,Moonee Valley City Council,,,Western Metropolitan
33993,Bentleigh East,2,h,PI,Buxton,24/2/2018,13.8,2,1,2,981,,Glen Eira City Council,-37.93143,145.05011,Southern Metropolitan
34647,Reservoir,2,u,PI,Harcourts,24/2/2018,12,,,,,,Darebin City Council,,,Northern Metropolitan
28279,West Footscray,3,h,S,Jas,18/11/2017,6.4,,,,,,Maribyrnong City Council,,,Western Metropolitan
22188,Ascot Vale,3,t,S,Nelson,23/9/2017,4.3,3,2,1,231,,Moonee Valley City Council,-37.77373,144.9311,Western Metropolitan
27945,Maribyrnong,5,h,SP,hockingstuart,18/11/2017,4.3,5,3,6,,2014,Maribyrnong City Council,-37.7872,144.8958,Western Metropolitan
9025,Rosanna,2,u,PI,Fletchers,18/3/2017,11.4,2,1,1,203,,Banyule City Council,-37.7432,145.0631,Eastern Metropolitan
19977,Frankston,4,h,S,Ray,3/9/2017,38,4,1,3,713,1950,Frankston City Council,-38.15675,145.12707,South-Eastern Metropolitan
34586,Northcote,4,h,S,Nelson,24/2/2018,5.3,4,1,3,479,,Darebin City Council,-37.78078,145.01297,Northern Metropolitan
10645,Williamstown,4,h,S,Williams,4/3/2017,8,4,2,2,650,,Hobsons Bay City Council,-37.8671,144.8875,Western Metropolitan
24073,Sunshine West,3,h,S,Purplebricks,7/10/2017,10.5,3,1,2,695,1970,Brimbank City Council,-37.78561,144.80739,Western Metropolitan
27100,Kew,2,h,S,Noel,11/11/2017,5.4,2,1,2,281,,Boroondara City Council,-37.8008,145.0374,Southern Metropolitan
30082,Beaumaris,6,h,VB,Marshall,9/12/2017,17.3,6,3,2,8000,,Bayside City Council,-37.97507,145.02737,Southern Metropolitan
23655,Cheltenham,2,u,S,Thomson,7/10/2017,17.9,,,,,,Bayside City Council,,,Southern Metropolitan
23535,Westmeadows,3,h,S,Red,26/8/2017,16.5,3,2,2,256,,Hume City Council,-37.67917,144.8939,Northern Metropolitan
11287,Fawkner,3,t,S,Luxton,22/5/2016,12.4,3,2,2,217,,Hume City Council,-37.7018,144.9679,Northern Metropolitan
33381,Gowanbrae,3,h,S,Nelson,17/3/2018,12.9,3,2,2,217,2003,Moreland City Council,-37.70864,144.89595,Western Metropolitan
25910,Epping,4,h,S,RW,28/10/2017,19.6,4,1,2,570,1980,Whittlesea City Council,-37.64907,145.04282,Northern Metropolitan
11405,Hawthorn East,2,u,S,LITTLE,18/6/2016,7.5,2,1,1,0,1970,Boroondara City Council,-37.8245,145.0527,Southern Metropolitan
8752,Richmond,2,u,SP,Jellis,6/8/2016,2.6,2,1,2,0,2000,Yarra City Council,-37.815,145.0089,Northern Metropolitan
22004,Mount Waverley,3,u,S,Marshall,19/8/2017,14.2,3,2,1,,2006,Monash City Council,-37.89402,145.10902,Eastern Metropolitan
25313,Reservoir,3,t,S,Ray,21/10/2017,12,,,,,,Darebin City Council,,,Northern Metropolitan
24355,Eltham,4,h,S,Morrison,14/10/2017,18,4,2,2,,,Banyule City Council,-37.71437,145.16531,Eastern Metropolitan
33293,Epping,5,h,S,Ray,17/3/2018,19.6,5,2,2,349,2010,Whittlesea City Council,-37.62727,145.01607,Northern Metropolitan
26220,Montmorency,4,h,S,Morrison,28/10/2017,16.2,4,2,2,954,1996,Banyule City Council,-37.72087,145.12601,Eastern Metropolitan
6962,Moorabbin,3,h,S,Buxton,4/2/2016,14.6,3,2,2,653,1950,Kingston City Council,-37.9418,145.0549,Southern Metropolitan
1198,Balwyn North,3,h,VB,Kay,28/8/2016,9.2,3,1,2,75100,,Boroondara City Council,-37.8002,145.07,Southern Metropolitan
24965,Caulfield North,3,h,S,Marshall,21/10/2017,7.8,3,2,,260,1915,Glen Eira City Council,-37.86924,145.0281,Southern Metropolitan
19720,Werribee,2,h,S,YPA,29/7/2017,14.7,2,1,1,487,,Wyndham City Council,-37.90379,144.66165,Western Metropolitan
11360,Hawthorn East,3,h,VB,Jellis,10/9/2016,7.5,3,2,1,646,1980,Boroondara City Council,-37.8337,145.0469,Southern Metropolitan
437,Armadale,3,h,S,Marshall,18/6/2016,6.3,3,2,1,316,,Stonnington City Council,-37.8521,145.019,Southern Metropolitan
30223,Coburg,3,h,SP,Raine,9/12/2017,6.7,3,2,2,,1920,Darebin City Council,-37.74733,144.974,Northern Metropolitan
239,Altona,3,h,S,Greg,7/11/2016,13.8,3,1,1,530,,Hobsons Bay City Council,-37.8594,144.817,Western Metropolitan
14611,Seddon,2,h,S,Jas,1/7/2017,5.1,2,1,1,104,,Maribyrnong City Council,-37.80601,144.89663,Western Metropolitan
9169,South Melbourne,3,h,S,Greg,19/11/2016,2.1,3,2,1,0,,Port Phillip City Council,-37.8341,144.9661,Southern Metropolitan
30685,Port Melbourne,2,h,VB,Greg,9/12/2017,3.5,2,2,1,122,2002,Melbourne City Council,-37.83705,144.94515,Southern Metropolitan
32191,Thomastown,2,u,S,HAR,3/3/2018,15.3,,,,,,Whittlesea City Council,,,Northern Metropolitan
4322,Fitzroy North,2,u,S,Nelson,28/8/2016,3.5,2,1,1,0,1980,Moreland City Council,-37.7794,144.989,Northern Metropolitan
32485,Brighton,3,h,SP,Nick,17/2/2018,10.5,3,2,2,314,,Bayside City Council,-37.9026,144.99608,Southern Metropolitan
7616,Pascoe Vale,3,h,S,Brad,3/9/2016,9.9,2,1,2,50,1950,Moreland City Council,-37.734,144.9416,Northern Metropolitan
1862,Brighton,3,h,S,Nick,18/3/2017,11.2,3,3,2,482,,Bayside City Council,-37.912,144.9994,Southern Metropolitan
5926,Kew,3,t,S,LITTLE,12/11/2016,5.6,3,2,2,848,1970,Boroondara City Council,-37.796,145.0324,Southern Metropolitan
6917,Moonee Ponds,3,t,S,Nelson,23/4/2016,6.9,3,2,2,156,2000,Moonee Valley City Council,-37.7631,144.9357,Western Metropolitan
15491,Broadmeadows,5,h,PI,@Realty,17/6/2017,14,,,,,,Hume City Council,,,Northern Metropolitan
33872,Werribee,4,h,S,Purplebricks,17/3/2018,14.7,4,2,2,451,2000,Wyndham City Council,-37.90813,144.63034,Western Metropolitan
21346,Melbourne,2,u,SP,Greg,16/9/2017,0,,,,,,Melbourne City Council,,,Northern Metropolitan
6571,Maribyrnong,4,h,PI,Nelson,14/5/2016,8.7,4,2,2,586,,Maribyrnong City Council,-37.7648,144.8881,Western Metropolitan
7062,Newport,2,h,S,Greg,11/2/2017,8.4,2,1,1,264,,Hobsons Bay City Council,-37.8469,144.8872,Western Metropolitan
34451,Malvern,3,h,VB,Abercromby's,24/2/2018,5.9,4,2,2,250,,Stonnington City Council,-37.85168,145.03181,Southern Metropolitan
5262,Hawthorn,2,u,S,Marshall,13/8/2016,4.6,,,,,,Boroondara City Council,,,Southern Metropolitan
337,Altona North,3,h,SP,hockingstuart,19/11/2016,11.1,3,1,3,602,,Hobsons Bay City Council,-37.8327,144.8451,Western Metropolitan
3740,Eaglemont,4,h,S,Nelson,27/11/2016,10.3,4,3,2,597,1940,Banyule City Council,-37.765,145.0646,Eastern Metropolitan
8939,Richmond,3,h,S,hockingstuart,25/2/2017,2.6,3,1,1,0,,Yarra City Council,-37.8214,145.0119,Northern Metropolitan
25758,Canterbury,4,h,S,Marshall,28/10/2017,8.4,4,1,2,,1910,Boroondara City Council,-37.82633,145.07389,Southern Metropolitan
14954,Elwood,2,u,S,McGrath,3/6/2017,7.2,2,1,1,1210,1968,Port Phillip City Council,-37.8785,144.99316,Southern Metropolitan
4826,Glenroy,3,h,S,Brad,16/4/2016,13,3,1,1,665,1950,Moreland City Council,-37.6966,144.9331,Northern Metropolitan
29918,Surrey Hills,2,t,VB,Jellis,6/1/2018,10.2,,,,,,Boroondara City Council,,,Southern Metropolitan
21418,Niddrie,3,h,SP,Brad,16/9/2017,10.4,3,2,1,,,Moonee Valley City Council,-37.74291,144.88816,Western Metropolitan
11300,Fawkner,3,h,SP,YPA,25/2/2017,12.4,3,1,4,533,1965,Hume City Council,-37.6985,144.9778,Northern Metropolitan
28544,Coburg,3,h,S,Peter,25/11/2017,6.7,,,,,,Darebin City Council,,,Northern Metropolitan
29261,Balwyn North,4,h,S,Fletchers,6/1/2018,9.7,4,2,2,961,1970,Boroondara City Council,-37.8012,145.09288,Southern Metropolitan
24232,Braybrook,3,u,PI,Douglas,14/10/2017,8.6,,,,,,Maribyrnong City Council,,,Western Metropolitan
2313,Brunswick,3,h,PI,Nelson,28/5/2016,5.2,3,2,1,4676,2010,Moreland City Council,-37.7687,144.9649,Northern Metropolitan
1438,Bentleigh East,3,h,SP,Buxton,10/12/2016,13.9,,,,,,Glen Eira City Council,,,Southern Metropolitan
27185,Mordialloc,2,u,S,Buxton,11/11/2017,21.5,,,,,,Kingston City Council,,,South-Eastern Metropolitan
5723,Keilor East,3,h,S,Nelson,18/6/2016,12.8,,,,,,Brimbank City Council,,,Western Metropolitan
11073,Brunswick East,2,u,S,Collins,16/7/2016,4.5,2,1,1,0,1940,Moreland City Council,-37.7786,144.9753,Northern Metropolitan
17809,Wantirna South,3,h,S,Prof.,8/7/2017,14.7,3,2,2,306,2012,Knox City Council,-37.85605,145.24496,Eastern Metropolitan
2521,Burwood,3,h,S,Purplebricks,4/3/2017,11.7,,,,,,Monash City Council,,,Southern Metropolitan
11017,Aberfeldie,3,t,SP,Barry,25/2/2017,9.1,3,3,1,593,2016,Moonee Valley City Council,-37.7584,144.8968,Western Metropolitan
27615,Burwood East,3,h,PI,Buxton,18/11/2017,14.7,3,2,2,536,1960,Whitehorse City Council,-37.8485,145.1492,Eastern Metropolitan
16727,Brighton East,4,h,S,Buxton,27/5/2017,10.3,4,1,2,606,1948,Bayside City Council,-37.91684,145.01727,Southern Metropolitan
2527,Burwood,3,h,S,Greg,4/6/2016,11.7,3,1,1,786,1950,Monash City Council,-37.8525,145.1198,Southern Metropolitan
31950,Mordialloc,2,u,S,Barry,3/3/2018,21.5,,,,,,Kingston City Council,,,South-Eastern Metropolitan
23336,Mount Waverley,3,t,SP,McGrath,26/8/2017,14.2,3,2,2,236,2006,Monash City Council,-37.88678,145.12748,Eastern Metropolitan
29176,Wantirna South,5,h,S,Barry,25/11/2017,14.7,5,2,2,695,2005,Knox City Council,-37.8827,145.2405,Eastern Metropolitan
25825,Craigieburn,3,h,SP,Leased,28/10/2017,20.6,3,2,2,,2010,Hume City Council,-37.58126,144.90507,Northern Metropolitan
14415,Hampton,3,t,PI,Buxton,1/7/2017,13.8,,,,,,Bayside City Council,,,Southern Metropolitan
19535,Lalor,2,u,S,HAR,29/7/2017,16.3,2,1,1,277,1980,Whittlesea City Council,-37.66612,145.0008,Northern Metropolitan
3799,Elsternwick,4,h,PI,Biggin,22/8/2016,8.5,4,2,2,376,1917,Glen Eira City Council,-37.892,145.008,Southern Metropolitan
